출하일자,주문Code1,Sku Code,상품명,박스당PCS,총수량,가로(mm),세로(mm),높이(mm),오더번호,pcs출하,B2C구분,단위부피,수량의 부피,1박스이상되는 주문_표시,index,박스번호,Rank
2023.03.07,B2C(택배),W00776,艾多美 積雪草舒緩化妝水,54,1,47,47,160,723030700934,1,B2C,0.35344,0.35344,,4512,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,3,245,125,48,723030700937,3,B2C,1.47,4.41,,4513,,B
2023.03.07,B2C(택배),W00541,艾多美 洗手乳,30,1,70,70,140,723030700938,1,B2C,0.6859999999999999,0.6859999999999999,,4515,,A
2023.03.07,B2C(택배),W00871,艾多美 濃縮衣物柔軟精,6,1,192,132,312,723030700938,1,B2C,7.907328,7.907328,,4516,,A
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030700938,1,B2C,1.812096,1.812096,,4518,,B
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,1,143,96,132,723030700938,1,B2C,1.812096,1.812096,,4519,,A
2023.03.07,B2C(택배),W00331,艾多美 剝離式面膜 1瓶,60,1,143,96,132,723030700938,1,B2C,1.812096,1.812096,,4520,,B
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,1,143,96,132,723030700942,1,B2C,1.812096,1.812096,,4521,,B
2023.03.07,B2C(택배),W00531,艾多美 愛丹 1瓶,54,1,143,96,132,723030700942,1,B2C,1.812096,1.812096,,4522,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030700942,1,B2C,2.2275,2.2275,,4523,,B
2023.03.07,B2C(택배),W90574,艾多美 輕柔棉18cm,24,1,115,65,139,723030700949,1,B2C,1.0390249999999999,1.0390249999999999,,4526,,A
2023.03.07,B2C(택배),W00564,艾多美 輕柔棉28cm,12,3,240,74,178,723030700949,3,B2C,3.1612799999999996,9.483839999999999,,4527,,B
2023.03.07,B2C(택배),W00192,艾多美 經典眼霜,84,1,68,66,59,723030700951,1,B2C,0.26479199999999997,0.26479199999999997,,4528,,B
2023.03.07,B2C(택배),W00331,艾多美 剝離式面膜 1瓶,60,1,143,96,132,723030700951,1,B2C,1.812096,1.812096,,4531,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,2,245,125,48,723030700951,2,B2C,1.47,2.94,,4532,,B
2023.03.07,B2C(택배),W90879,艾多美 隨行袖珍包,16,2,220,70,180,723030700952,2,B2C,2.772,5.544,,4533,,A
2023.03.07,B2C(택배),W00601,艾多美 洗髮乳 1瓶,8,1,143,96,132,723030700952,1,B2C,1.812096,1.812096,,4535,,B
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,1,48,23,138,723030700952,1,B2C,0.152352,0.152352,,4537,,B
2023.03.07,B2C(택배),W00288,艾多美 凝萃煥膚BB霜 No. 13,70,1,38,38,131,723030700952,1,B2C,0.189164,0.189164,,4538,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030700955,1,B2C,2.2275,2.2275,,4540,,A
2023.03.07,B2C(택배),W00661,艾多美 潤絲乳 1瓶,8,3,143,96,132,723030700955,3,B2C,1.812096,5.436287999999999,,4543,,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,2,310,110,212,723030700955,2,B2C,7.2292,14.4584,,4545,,A
2023.03.07,B2C(택배),W00179,艾多美 鳳梨綜合酵素粉,48,1,161,75,116,723030700960,1,B2C,1.4006999999999998,1.4006999999999998,,4548,,A
2023.03.07,B2C(택배),W90946,艾多美 苦瓜萃取複方膠囊,94,4,70,53,115,723030700960,4,B2C,0.42665,1.7066,,4549,,A
2023.03.07,B2C(택배),W00835,艾多美 304不鏽鋼絲球,100,1,215,119,30,723030700962,1,B2C,0.76755,0.76755,,4550,,A
2023.03.07,B2C(택배),W90672,艾多美 泡泡染髮乳-琥珀棕,48,1,115,50,145,723030700962,1,B2C,0.83375,0.83375,,4551,,B
2023.03.07,B2C(택배),W00828,艾多美 濃縮洗衣粉,5,1,320,110,330,723030700962,1,B2C,11.616,11.616,,4552,,B
2023.03.07,B2C(택배),W90671,艾多美 泡泡染髮乳-栗子紅,48,1,115,50,145,723030700962,1,B2C,0.83375,0.83375,,4553,,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,2,310,110,212,723030700962,2,B2C,7.2292,14.4584,,4555,,B
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,4,143,96,132,723030700965,4,B2C,1.812096,7.248384,,4556,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,2,143,96,132,723030700965,2,B2C,1.812096,3.624192,,4557,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,2,143,96,132,723030700966,2,B2C,1.812096,3.624192,,4558,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,3,245,125,48,723030700966,3,B2C,1.47,4.41,,4559,,B
2023.03.07,B2C(택배),W00620,艾多美 養髮液,40,1,55,55,195,723030700966,1,B2C,0.5898749999999999,0.5898749999999999,,4561,,A
2023.03.07,B2C(택배),W00196,艾多美 經典乳液,54,1,53,52,171,723030700968,1,B2C,0.471276,0.471276,,4562,,B
2023.03.07,B2C(택배),W00192,艾多美 經典眼霜,84,2,68,66,59,723030700968,2,B2C,0.26479199999999997,0.5295839999999999,,4563,,B
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,1,48,23,138,723030700968,1,B2C,0.152352,0.152352,,4564,,B
2023.03.07,B2C(택배),W00178,艾多美 螺旋藻膠囊 100%,80,2,60,60,121,723030700970,2,B2C,0.4356,0.8712,,4567,,B
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,2,67,67,121,723030700970,2,B2C,0.543169,1.086338,,4568,,A
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,4,143,96,132,723030700970,4,B2C,1.812096,7.248384,,4569,,A
2023.03.07,B2C(택배),W00528,艾多美 男士全效洗髮沐浴露,15,2,71,71,210,723030700970,2,B2C,1.05861,2.11722,,4570,,A
2023.03.07,B2C(택배),W00601,艾多美 洗髮乳 1瓶,8,3,143,96,132,723030700970,3,B2C,1.812096,5.436287999999999,,4572,,A
2023.03.07,B2C(택배),W90813,艾多美 PTFE薄膜口罩 無鼻樑條款(L)-梅花紅,60,6,215,110,52,723030700970,6,B2C,1.2298,7.3788,,4573,,B
2023.03.07,B2C(택배),W00521,艾多美 蜂膠牙膏50g 1組(4條),60,1,100,30,170,723030700976,1,B2C,0.51,0.51,,4574,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030700976,1,B2C,1.812096,1.812096,,4575,,A
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,1,67,67,121,723030700977,1,B2C,0.543169,0.543169,,4576,,B
2023.03.07,B2C(택배),W00121,艾多美 維他命C粉,20,1,111,90,136,723030700977,1,B2C,1.3586399999999998,1.3586399999999998,,4577,,B
2023.03.07,B2C(택배),W00174,艾多美 膠囊葉黃素30,84,1,41,41,84,723030700978,1,B2C,0.141204,0.141204,,4578,,A
2023.03.07,B2C(택배),W90174,艾多美 洋薊膠囊,50,1,105,65,100,723030700978,1,B2C,0.6825,0.6825,,4579,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030700980,1,B2C,1.812096,1.812096,,4580,,B
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,1,190,130,95,723030700980,1,B2C,2.3465,2.3465,,4582,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,1,245,125,48,723030700981,1,B2C,1.47,1.47,,4583,,A
2023.03.07,B2C(택배),W00828,艾多美 濃縮洗衣粉,5,1,320,110,330,723030700981,1,B2C,11.616,11.616,,4586,,B
2023.03.07,B2C(택배),W90943,艾多美 美妍膠原飲,12,1,13,7,10,723030700982,1,B2C,0.00091,0.00091,,4587,,A
2023.03.07,B2C(택배),W00271,艾多美 防曬霜(白皙) 1瓶,70,2,143,96,132,723030700982,2,B2C,1.812096,3.624192,,4588,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,2,143,96,132,723030700982,2,B2C,1.812096,3.624192,,4589,,B
2023.03.07,B2C(택배),W00196,艾多美 經典乳液,54,1,53,52,171,723030700983,1,B2C,0.471276,0.471276,,4590,,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,1,310,110,212,723030700983,1,B2C,7.2292,7.2292,,4592,,A
2023.03.07,B2C(택배),W00281,艾多美 防曬霜(裸膚) 1瓶,70,1,143,96,132,723030700983,1,B2C,1.812096,1.812096,,4593,,B
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,1,48,23,138,723030700983,1,B2C,0.152352,0.152352,,4594,,A
2023.03.07,B2C(택배),W00521,艾多美 蜂膠牙膏50g 1組(4條),60,1,100,30,170,723030700987,1,B2C,0.51,0.51,,4596,,A
2023.03.07,B2C(택배),W00836,艾多美 抽取式洗碗布,30,1,302,103,81,723030700987,1,B2C,2.519586,2.519586,,4597,,B
2023.03.07,B2C(택배),W00828,艾多美 濃縮洗衣粉,5,2,320,110,330,723030700987,2,B2C,11.616,23.232,,4599,,A
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030700989,1,B2C,0.7865,0.7865,,4601,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030700992,1,B2C,2.2275,2.2275,,4602,,A
2023.03.07,B2C(택배),W00247,艾多美 凝萃煥膚 乳液,42,1,55,55,187,723030700992,1,B2C,0.5656749999999999,0.5656749999999999,,4603,,B
2023.03.07,B2C(택배),W90801,艾多美 萬用除濕袋,24,2,350,80,200,723030700993,2,B2C,5.6,11.2,,4604,,B
2023.03.07,B2C(택배),W00467,艾多美 Daily專家面膜-緊緻,30,1,125,40,163,723030700993,1,B2C,0.815,0.815,,4605,,B
2023.03.07,B2C(택배),W00196,艾多美 經典乳液,54,1,53,52,171,723030700993,1,B2C,0.471276,0.471276,,4606,,A
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,1,143,96,132,723030700993,1,B2C,1.812096,1.812096,,4607,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030700995,1,B2C,1.812096,1.812096,,4608,,A
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,2,110,65,110,723030700995,2,B2C,0.7865,1.573,,4609,,A
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,1,190,130,95,723030700997,1,B2C,2.3465,2.3465,,4611,,B
2023.03.07,B2C(택배),W00554,艾多美 輕柔棉24cm,12,5,187,67,186,723030700997,5,B2C,2.330394,11.65197,,4612,,B
2023.03.07,B2C(택배),W00174,艾多美 膠囊葉黃素30,84,1,41,41,84,723030701000,1,B2C,0.141204,0.141204,,4613,,B
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,2,143,96,132,723030701003,2,B2C,1.812096,3.624192,**,4615,,A
2023.03.07,B2C(택배),W00321,艾多美 卸妝乳 1瓶,40,2,143,96,132,723030701003,2,B2C,1.812096,3.624192,**,4616,1.0,A
2023.03.07,B2C(택배),W00801,艾多美 碗盤蔬果洗潔液,12,1,90,80,240,723030701003,1,B2C,1.728,1.728,**,4617,1.0,A
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,1,143,96,132,723030701003,1,B2C,1.812096,1.812096,**,4618,1.0,A
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030701003,1,B2C,2.2275,2.2275,**,4619,1.0,B
2023.03.07,B2C(택배),W00121,艾多美 維他命C粉,20,1,111,90,136,723030701006,1,B2C,1.3586399999999998,1.3586399999999998,,4620,,B
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,1,190,130,95,723030701006,1,B2C,2.3465,2.3465,,4621,,A
2023.03.07,B2C(택배),W00529,艾多美 男士全效控油洗面乳,40,1,54,62,166,723030701006,1,B2C,0.5557679999999999,0.5557679999999999,,4622,,B
2023.03.07,B2C(택배),W00121,艾多美 維他命C粉,20,2,111,90,136,723030701016,2,B2C,1.3586399999999998,2.7172799999999997,,4624,,B
2023.03.07,B2C(택배),W00511,艾多美 牙刷(小型刷頭) 1組 (8支),30,1,245,105,48,723030701016,1,B2C,1.2348,1.2348,,4625,,B
2023.03.07,B2C(택배),W00291,艾多美 玫瑰舒緩噴霧 1瓶,54,2,143,96,132,723030701028,2,B2C,1.812096,3.624192,,4627,,A
2023.03.07,B2C(택배),W00483,艾多美 月桂保濕噴霧,54,1,34,34,160,723030701028,1,B2C,0.18495999999999999,0.18495999999999999,,4629,,B
2023.03.07,B2C(택배),W01235,艾多美 男士全效精華,70,2,41,41,143,723030701028,2,B2C,0.24038299999999999,0.48076599999999997,,4630,,A
2023.03.07,B2C(택배),W00179,艾多美 鳳梨綜合酵素粉,48,1,161,75,116,723030701031,1,B2C,1.4006999999999998,1.4006999999999998,,4631,,A
2023.03.07,B2C(택배),W00982,艾多美 幸福堅果,4,1,335,110,205,723030701031,1,B2C,7.55425,7.55425,,4632,,A
2023.03.07,B2C(택배),W00160,艾多美 益生菌 60包入,24,1,110,65,110,723030701031,1,B2C,0.7865,0.7865,,4633,,B
2023.03.07,B2C(택배),W00190,艾多美 經典化妝水,54,1,53,54,179,723030701032,1,B2C,0.512298,0.512298,,4634,,B
2023.03.07,B2C(택배),W00266,艾多美 珠光隔離乳,70,1,38,38,130,723030701032,1,B2C,0.18772,0.18772,,4635,,B
2023.03.07,B2C(택배),W00192,艾多美 經典眼霜,84,1,68,66,59,723030701032,1,B2C,0.26479199999999997,0.26479199999999997,,4636,,A
2023.03.07,B2C(택배),W90873,艾多美 銀離子柔濕巾-20抽,15,1,250,150,130,723030701033,1,B2C,4.875,4.875,,4637,,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,3,310,110,212,723030701033,3,B2C,7.2292,21.6876,,4638,,B
2023.03.07,B2C(택배),W90824,艾多美 PTFE薄膜口罩 無鼻樑條款(L)-尊王藍,60,1,215,110,52,723030701033,1,B2C,1.2298,1.2298,,4639,,B
2023.03.07,B2C(택배),W00179,艾多美 鳳梨綜合酵素粉,48,1,161,75,116,723030701033,1,B2C,1.4006999999999998,1.4006999999999998,,4640,,B
2023.03.07,B2C(택배),W01416,艾多美 神采眉筆-深棕,200,1,15,15,150,723030701033,1,B2C,0.033749999999999995,0.033749999999999995,,4641,,B
2023.03.07,B2C(택배),W90189,艾多美 玻尿酸深層卸妝濕巾,36,9,143,96,132,723030701036,9,B2C,1.812096,16.308864,,4644,,A
2023.03.07,B2C(택배),W00196,艾多美 經典乳液,54,1,53,52,171,723030701037,1,B2C,0.471276,0.471276,,4646,,B
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030701037,1,B2C,2.2275,2.2275,,4647,,B
2023.03.07,B2C(택배),W00291,艾多美 玫瑰舒緩噴霧 1瓶,54,1,143,96,132,723030701040,1,B2C,1.812096,1.812096,,4650,,B
2023.03.07,B2C(택배),W00276,艾多美 凝萃煥膚防曬乳,70,2,48,23,138,723030701040,2,B2C,0.152352,0.304704,,4651,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701045,1,B2C,1.812096,1.812096,,4654,,A
2023.03.07,B2C(택배),W00247,艾多美 凝萃煥膚 乳液,42,1,55,55,187,723030701045,1,B2C,0.5656749999999999,0.5656749999999999,,4655,,A
2023.03.07,B2C(택배),W00311,艾多美 去角質凝膠 1瓶,60,1,143,96,132,723030701050,1,B2C,1.812096,1.812096,,4660,,A
2023.03.07,B2C(택배),W00178,艾多美 螺旋藻膠囊 100%,80,1,60,60,121,723030701050,1,B2C,0.4356,0.4356,,4661,,B
2023.03.07,B2C(택배),W00801,艾多美 碗盤蔬果洗潔液,12,2,90,80,240,723030701051,2,B2C,1.728,3.456,,4667,,B
2023.03.07,B2C(택배),W00971,艾多美 阿拉比卡三合一即溶咖啡,4,1,180,155,320,723030701051,1,B2C,8.927999999999999,8.927999999999999,,4668,,A
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,1,190,130,95,723030701051,1,B2C,2.3465,2.3465,,4669,,A
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,2,67,67,121,723030701051,2,B2C,0.543169,1.086338,,4670,,B
2023.03.07,B2C(택배),W01525,艾多美 雪白凝萃化妝水,42,1,6,6,19,723030701051,1,B2C,0.0006839999999999999,0.0006839999999999999,,4671,,A
2023.03.07,B2C(택배),W01527,艾多美 雪白凝萃精華液,132,1,5,5,15,723030701051,1,B2C,0.000375,0.000375,,4672,,B
2023.03.07,B2C(택배),W01528,艾多美 雪白凝萃保濕日霜,72,1,7,7,6,723030701051,1,B2C,0.000294,0.000294,,4673,,B
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030701051,1,B2C,1.812096,1.812096,,4674,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701051,1,B2C,1.812096,1.812096,,4676,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,1,245,125,48,723030701051,1,B2C,1.47,1.47,,4677,,B
2023.03.07,B2C(택배),W00631,艾多美 沐浴乳 1瓶,8,2,143,96,132,723030701057,2,B2C,1.812096,3.624192,,4680,,A
2023.03.07,B2C(택배),W00471,艾多美 溫和潔面慕斯,48,1,50,50,174,723030701057,1,B2C,0.435,0.435,,4681,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701058,1,B2C,1.812096,1.812096,,4682,,A
2023.03.07,B2C(택배),W01999,艾多美 炸醬麵 4入,6,1,175,140,155,723030701058,1,B2C,3.7975,3.7975,,4684,,B
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030701063,1,B2C,1.812096,1.812096,,4687,,A
2023.03.07,B2C(택배),W90879,艾多美 隨行袖珍包,16,1,220,70,180,723030701063,1,B2C,2.772,2.772,,4688,,A
2023.03.07,B2C(택배),W90813,艾多美 PTFE薄膜口罩 無鼻樑條款(L)-梅花紅,60,1,215,110,52,723030701063,1,B2C,1.2298,1.2298,,4689,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701063,1,B2C,1.812096,1.812096,,4691,,A
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,2,245,125,48,723030701063,2,B2C,1.47,2.94,,4692,,B
2023.03.07,B2C(택배),W00601,艾多美 洗髮乳 1瓶,8,1,143,96,132,723030701064,1,B2C,1.812096,1.812096,,4695,,A
2023.03.07,B2C(택배),W00190,艾多美 經典化妝水,54,2,53,54,179,723030701064,2,B2C,0.512298,1.024596,,4697,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701067,1,B2C,1.812096,1.812096,,4698,,A
2023.03.07,B2C(택배),W00591,艾多美 精油 貼布 1盒(11包*5片),20,1,225,165,60,723030701067,1,B2C,2.2275,2.2275,,4699,,B
2023.03.07,B2C(택배),W00971,艾多美 阿拉比卡三合一即溶咖啡,4,1,180,155,320,723030701067,1,B2C,8.927999999999999,8.927999999999999,,4700,,A
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,1,190,130,95,723030701067,1,B2C,2.3465,2.3465,,4701,,A
2023.03.07,B2C(택배),W90673,艾多美 泡泡染髮乳-自然黑,48,1,115,50,145,723030701070,1,B2C,0.83375,0.83375,,4704,,A
2023.03.07,B2C(택배),W90671,艾多美 泡泡染髮乳-栗子紅,48,1,115,50,145,723030701070,1,B2C,0.83375,0.83375,,4705,,B
2023.03.07,B2C(택배),W90672,艾多美 泡泡染髮乳-琥珀棕,48,1,115,50,145,723030701070,1,B2C,0.83375,0.83375,,4706,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,1,245,125,48,723030701070,1,B2C,1.47,1.47,,4707,,A
2023.03.07,B2C(택배),W00271,艾多美 防曬霜(白皙) 1瓶,70,4,143,96,132,723030701082,4,B2C,1.812096,7.248384,,4708,,B
2023.03.07,B2C(택배),W00861,艾多美 濃縮衣物洗潔液,6,1,192,132,312,723030701082,1,B2C,7.907328,7.907328,,4709,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,1,245,125,48,723030701082,1,B2C,1.47,1.47,,4711,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,2,143,96,132,723030701085,2,B2C,1.812096,3.624192,,4713,,B
2023.03.07,B2C(택배),W00801,艾多美 碗盤蔬果洗潔液,12,5,90,80,240,723030701088,5,B2C,1.728,8.64,,4715,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701088,1,B2C,1.812096,1.812096,,4716,,B
2023.03.07,B2C(택배),W00778,艾多美 積雪草舒緩乳霜,88,1,40,35,140,723030701093,1,B2C,0.19599999999999998,0.19599999999999998,,4717,,B
2023.03.07,B2C(택배),W90873,艾多美 銀離子柔濕巾-20抽,15,1,250,150,130,723030701093,1,B2C,4.875,4.875,,4718,,B
2023.03.07,B2C(택배),W00510,艾多美 牙刷(大型刷頭) 1組 (8支),30,3,245,125,48,723030701093,3,B2C,1.47,4.41,,4719,,B
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,2,143,96,132,723030701097,2,B2C,1.812096,3.624192,,4721,,B
2023.03.07,B2C(택배),W00511,艾多美 牙刷(小型刷頭) 1組 (8支),30,1,245,105,48,723030701097,1,B2C,1.2348,1.2348,,4723,,B
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,1,50,50,120,723030701097,1,B2C,0.3,0.3,,4724,,A
2023.03.07,B2C(택배),W00776,艾多美 積雪草舒緩化妝水,54,1,47,47,160,723030701097,1,B2C,0.35344,0.35344,,4725,,A
2023.03.07,B2C(택배),W90672,艾多美 泡泡染髮乳-琥珀棕,48,1,115,50,145,723030701097,1,B2C,0.83375,0.83375,,4726,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701098,1,B2C,1.812096,1.812096,,4727,,B
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,2,67,67,121,723030701098,2,B2C,0.543169,1.086338,,4728,,B
2023.03.07,B2C(택배),W00178,艾多美 螺旋藻膠囊 100%,80,2,60,60,121,723030701100,2,B2C,0.4356,0.8712,,4729,,A
2023.03.07,B2C(택배),W00311,艾多美 去角質凝膠 1瓶,60,1,143,96,132,723030701118,1,B2C,1.812096,1.812096,,4732,,A
2023.03.07,B2C(택배),W00511,艾多美 牙刷(小型刷頭) 1組 (8支),30,3,245,105,48,723030701118,3,B2C,1.2348,3.7043999999999997,,4734,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,2,143,96,132,723030701118,2,B2C,1.812096,3.624192,,4735,,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,37,310,110,212,723030701118,5,B2C,7.2292,36.146,,4736,,B
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,1,67,67,121,723030701133,1,B2C,0.543169,0.543169,,4740,,B
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,1,50,50,120,723030701147,1,B2C,0.3,0.3,,4742,,B
2023.03.07,B2C(택배),W00190,艾多美 經典化妝水,54,1,53,54,179,723030701149,1,B2C,0.512298,0.512298,,4745,,A
2023.03.07,B2C(택배),W00196,艾多美 經典乳液,54,1,53,52,171,723030701149,1,B2C,0.471276,0.471276,,4746,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701163,1,B2C,1.812096,1.812096,,4747,,A
2023.03.07,B2C(택배),W00301,艾多美 洗面乳 1瓶,40,1,143,96,132,723030701163,1,B2C,1.812096,1.812096,,4748,,A
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,3,310,110,212,723030701166,3,B2C,7.2292,21.6876,,4750,,A
2023.03.07,B2C(택배),W00511,艾多美 牙刷(小型刷頭) 1組 (8支),30,1,245,105,48,723030701166,1,B2C,1.2348,1.2348,,4752,,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,2,310,110,212,723030701170,2,B2C,7.2292,14.4584,,4753,,A
2023.03.07,B2C(택배),W00973,艾多美 阿拉比卡三合一即溶咖啡50入,12,6,170,75,172,723030701170,6,B2C,2.193,13.158000000000001,,4754,,B
2023.03.07,B2C(택배),W00661,艾多美 潤絲乳 1瓶,8,1,143,96,132,723030701173,1,B2C,1.812096,1.812096,**,4758,3.0,A
2023.03.07,B2C(택배),W00755,艾多美 水嫩亮白精華液,54,1,48,50,180,723030701179,1,B2C,0.432,0.432,,4760,,B
2023.03.07,B2C(택배),W00111,艾多美 高濃度魚油膠囊,56,1,67,67,121,723030701183,1,B2C,0.543169,0.543169,,4763,,A
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701183,1,B2C,1.812096,1.812096,,4765,,B
2023.03.07,B2C(택배),W00460,艾多美 水嫩潤唇膏,180,2,20,19,75,723030701185,2,B2C,0.028499999999999998,0.056999999999999995,,4766,,B
2023.03.07,B2C(택배),W00529,艾多美 男士全效控油洗面乳,40,1,54,62,166,723030701185,1,B2C,0.5557679999999999,0.5557679999999999,,4767,,A
2023.03.07,B2C(택배),W01235,艾多美 男士全效精華,70,1,41,41,143,723030701185,1,B2C,0.24038299999999999,0.24038299999999999,,4768,,A
2023.03.07,B2C(택배),W00641,艾多美 身體乳液 1瓶,40,1,143,96,132,723030701185,1,B2C,1.812096,1.812096,,4769,,B
2023.03.07,B2C(택배),W00542,艾多美 香氛護指護手乳,28,3,65,65,170,723030701199,3,B2C,0.7182499999999999,2.15475,,4771,,B
2023.03.07,B2C(택배),W90878,艾多美 抽取式廚房紙巾,16,4,310,110,212,723030701199,4,B2C,7.2292,28.9168,,4772,,A
2023.03.07,B2C(택배),W00801,艾多美 碗盤蔬果洗潔液,12,2,90,80,240,723030701199,2,B2C,1.728,3.456,,4773,,A
2023.03.07,B2C(택배),W00975,艾多美 阿拉比卡即溶黑咖啡,9,1,190,130,95,723030701199,1,B2C,2.3465,2.3465,,4774,,B
2023.03.07,B2C(택배),W00217,艾多美 凝萃煥膚 化妝水,42,1,55,55,187,723030701201,1,B2C,0.5656749999999999,0.5656749999999999,,4775,,A
2023.03.07,B2C(택배),W00247,艾多美 凝萃煥膚 乳液,42,1,55,55,187,723030701201,1,B2C,0.5656749999999999,0.5656749999999999,,4776,,B
2023.03.07,B2C(택배),W00227,艾多美 凝萃煥膚 安瓶,42,1,50,50,120,723030701201,1,B2C,0.3,0.3,,4777,,B
2023.03.07,B2C(택배),W00501,艾多美 牙膏200g(5條)*1組,10,1,143,96,132,723030701202,1,B2C,1.812096,1.812096,,4778,,B
